"Z.nm.","X.nm.","Y.nm.","Genomic.coordinate","Chromosome.copy.number"
3762,986,23954,"chr2:27000001-27050001",556
3876,1179,23808,"chr2:27250001-27300001",556
3858,986,23777,"chr2:27500001-27550001",556
3974,1045,24028,"chr2:27750001-27800001",556
3760,982,23918,"chr2:28000001-28050001",556
3769,1273,24403,"chr2:28250001-28300001",556
3703,1325,24448,"chr2:28500001-28550001",556
3845,1437,24452,"chr2:28750001-28800001",556
3941,1804,24643,"chr2:29000001-29050001",556
3961,1743,24833,"chr2:29250001-29300001",556
4035,1612,25014,"chr2:29500001-29550001",556
4183,1546,24845,"chr2:29750001-29800001",556
3968,1644,25159,"chr2:30000001-30050001",556
3793,988,24961,"chr2:30250001-30300001",556
3951,1290,24744,"chr2:30500001-30550001",556
3746,988,24807,"chr2:30750001-30800001",556
3358,953,24627,"chr2:31000001-31050001",556
3811,1060,25132,"chr2:31250001-31300001",556
3719,490,24919,"chr2:31500001-31550001",556
3657,537,24978,"chr2:31750001-31800001",556
3768,654,25117,"chr2:32000001-32050001",556
3569,689,24985,"chr2:32250001-32300001",556
3359,555,25060,"chr2:32500001-32550001",556
3474,535,25495,"chr2:32750001-32800001",556
3535,464,25384,"chr2:33000001-33050001",556
3470,541,25480,"chr2:33250001-33300001",556
4158,228,25407,"chr2:33500001-33550001",556
3537,514,25136,"chr2:33750001-33800001",556
3403,726,25411,"chr2:34000001-34050001",556
4121,283,25389,"chr2:34250001-34300001",556
4004,631,25441,"chr2:34500001-34550001",556
3896,1559,25232,"chr2:34750001-34800001",556
4183,690,25369,"chr2:35000001-35050001",556
3794,720,25433,"chr2:35250001-35300001",556
3372,789,25460,"chr2:35500001-35550001",556
4148,252,25362,"chr2:35750001-35800001",556
3814,1620,24500,"chr2:36000001-36050001",556
4547,728,25481,"chr2:36250001-36300001",556
4185,209,25345,"chr2:36500001-36550001",556
3393,4,25277,"chr2:36750001-36800001",556
4174,1846,25376,"chr2:37000001-37050001",556
4182,121,25384,"chr2:37250001-37300001",556
3228,1092,25421,"chr2:37500001-37550001",556
3606,790,25432,"chr2:37750001-37800001",556
3808,580,25094,"chr2:38250001-38300001",556
3764,862,25529,"chr2:38500001-38550001",556
4342,908,25529,"chr2:38750001-38800001",556
4412,974,24733,"chr2:39000001-39050001",556
4050,612,25422,"chr2:39250001-39300001",556
3586,568,25490,"chr2:39500001-39550001",556
4401,834,25424,"chr2:39750001-39800001",556
4343,589,25561,"chr2:40000001-40050001",556
4184,678,25586,"chr2:40250001-40300001",556
3760,446,25123,"chr2:40500001-40550001",556
4238,662,25530,"chr2:40750001-40800001",556
3996,874,25307,"chr2:41000001-41050001",556
4375,385,25383,"chr2:41250001-41300001",556
4765,443,25528,"chr2:41500001-41550001",556
4781,45,25444,"chr2:41750001-41800001",556
4020,873,24852,"chr2:42000001-42050001",556
3596,651,25509,"chr2:42250001-42300001",556
4224,15,25222,"chr2:42500001-42550001",556
4392,310,25135,"chr2:42750001-42800001",556
4286,-50,24946,"chr2:43000001-43050001",556
4272,62,25022,"chr2:43250001-43300001",556
4319,72,25103,"chr2:43500001-43550001",556
4810,408,24897,"chr2:43750001-43800001",556
4236,143,25097,"chr2:44000001-44050001",556
4611,426,25037,"chr2:44250001-44300001",556
4677,192,24916,"chr2:44500001-44550001",556
4724,399,25140,"chr2:44750001-44800001",556
4604,737,24612,"chr2:45000001-45050001",556
4569,528,24798,"chr2:45250001-45300001",556
4231,417,25036,"chr2:45500001-45550001",556
4428,718,24766,"chr2:45750001-45800001",556
4346,532,24809,"chr2:46000001-46050001",556
4221,664,24635,"chr2:46250001-46300001",556
4200,294,24565,"chr2:46500001-46550001",556
4541,385,24620,"chr2:46750001-46800001",556
4057,213,24743,"chr2:47000001-47050001",556
4291,91,24813,"chr2:47250001-47300001",556
4469,-66,24787,"chr2:47500001-47550001",556
3839,858,25030,"chr2:47750001-47800001",556
4109,454,25074,"chr2:48000001-48050001",556
4664,-104,24985,"chr2:48250001-48300001",556
4282,74,25267,"chr2:48500001-48550001",556
4403,8,25193,"chr2:48750001-48800001",556
4110,542,25028,"chr2:49000001-49050001",556
4618,248,25032,"chr2:49250001-49300001",556
4370,111,24815,"chr2:49500001-49550001",556
4668,-167,25134,"chr2:49750001-49800001",556
4499,-15,25046,"chr2:50000001-50050001",556
4773,422,25186,"chr2:50250001-50300001",556
4413,349,25283,"chr2:50500001-50550001",556
4573,590,25239,"chr2:50750001-50800001",556
4722,441,25379,"chr2:51000001-51050001",556
4433,538,25422,"chr2:51250001-51300001",556
4212,116,25495,"chr2:51500001-51550001",556
4416,397,25112,"chr2:51750001-51800001",556
4553,561,25306,"chr2:52000001-52050001",556
4325,340,25521,"chr2:52250001-52300001",556
4316,395,25420,"chr2:52500001-52550001",556
4251,352,25055,"chr2:52750001-52800001",556
4224,121,25383,"chr2:53000001-53050001",556
3846,-79,25421,"chr2:53250001-53300001",556
3731,576,25049,"chr2:53500001-53550001",556
4283,705,25530,"chr2:53750001-53800001",556
3381,797,25411,"chr2:54000001-54050001",556
3811,752,25452,"chr2:54250001-54300001",556
3802,533,25455,"chr2:54500001-54550001",556
3202,109,25294,"chr2:54750001-54800001",556
3785,532,25066,"chr2:55000001-55050001",556
3637,-53,25438,"chr2:55250001-55300001",556
3472,442,25352,"chr2:55500001-55550001",556
4013,728,25474,"chr2:55750001-55800001",556
4167,138,25312,"chr2:56000001-56050001",556
3640,791,25398,"chr2:56250001-56300001",556
3816,696,25499,"chr2:56500001-56550001",556
3948,941,24936,"chr2:56750001-56800001",556
3798,532,25347,"chr2:57000001-57050001",556
3797,574,24999,"chr2:57250001-57300001",556
3562,570,25492,"chr2:57500001-57550001",556
2614,34,24838,"chr2:57750001-57800001",556
3215,1062,25283,"chr2:58000001-58050001",556
3222,875,25445,"chr2:58250001-58300001",556
3376,916,24976,"chr2:58500001-58550001",556
3602,656,25472,"chr2:58750001-58800001",556
3646,1631,25034,"chr2:59000001-59050001",556
4031,1436,25400,"chr2:59250001-59300001",556
4191,1901,25273,"chr2:59500001-59550001",556
4219,1510,25511,"chr2:59750001-59800001",556
3771,1610,25375,"chr2:60000001-60050001",556
4096,1847,25532,"chr2:60250001-60300001",556
4178,1287,24638,"chr2:60750001-60800001",556
3961,1515,25480,"chr2:61000001-61050001",556
4006,1308,25502,"chr2:61250001-61300001",556
4030,1395,25457,"chr2:61500001-61550001",556
4153,1580,25507,"chr2:61750001-61800001",556
3815,1589,24952,"chr2:62000001-62050001",556
4393,1315,25358,"chr2:62250001-62300001",556
3639,587,24945,"chr2:62500001-62550001",556
4782,1613,25164,"chr2:62750001-62800001",556
3532,1032,25263,"chr2:63000001-63050001",556
3615,1241,25423,"chr2:63250001-63300001",556
3502,643,25447,"chr2:63500001-63550001",556
4677,739,24830,"chr2:63750001-63800001",556
3405,879,25455,"chr2:64000001-64050001",556
3780,948,25098,"chr2:64250001-64300001",556
3379,746,25431,"chr2:64500001-64550001",556
3544,909,25189,"chr2:64750001-64800001",556
3412,556,25464,"chr2:65000001-65050001",556
3356,1060,25040,"chr2:65250001-65300001",556
3629,566,25067,"chr2:65500001-65550001",556
3823,769,25029,"chr2:65750001-65800001",556
3851,536,25239,"chr2:66000001-66050001",556
3601,661,25024,"chr2:66250001-66300001",556
3849,1233,24656,"chr2:66500001-66550001",556
3214,391,25315,"chr2:66750001-66800001",556
3679,533,25022,"chr2:67000001-67050001",556
3602,947,25143,"chr2:67250001-67300001",556
3889,534,25169,"chr2:67500001-67550001",556
3674,1013,25394,"chr2:67750001-67800001",556
3495,911,24910,"chr2:68000001-68050001",556
3841,1092,25452,"chr2:68250001-68300001",556
3576,519,25013,"chr2:68500001-68550001",556
3594,880,25057,"chr2:68750001-68800001",556
3413,1330,25203,"chr2:69000001-69050001",556
3376,535,25163,"chr2:69250001-69300001",556
3429,1283,25266,"chr2:69500001-69550001",556
3593,1271,25429,"chr2:69750001-69800001",556
3690,547,25383,"chr2:70000001-70050001",556
4016,1182,25265,"chr2:70250001-70300001",556
3794,1623,25250,"chr2:70500001-70550001",556
4148,1976,24823,"chr2:70750001-70800001",556
3985,1229,25480,"chr2:71000001-71050001",556
4115,957,25256,"chr2:71250001-71300001",556
4047,1087,25116,"chr2:71500001-71550001",556
4235,1036,25057,"chr2:71750001-71800001",556
4331,1188,25062,"chr2:72000001-72050001",556
3468,708,24950,"chr2:72250001-72300001",556
4016,473,24920,"chr2:72500001-72550001",556
3861,741,25025,"chr2:72750001-72800001",556
4084,1036,25650,"chr2:73000001-73050001",556
4087,982,24929,"chr2:73250001-73300001",556
4059,435,24965,"chr2:73500001-73550001",556
4189,726,24888,"chr2:73750001-73800001",556
4145,546,24925,"chr2:74000001-74050001",556
3938,384,25221,"chr2:74250001-74300001",556
4125,202,25108,"chr2:74500001-74550001",556
4352,457,25046,"chr2:74750001-74800001",556
4192,96,25393,"chr2:75000001-75050001",556
4456,329,25403,"chr2:75250001-75300001",556
4186,229,25519,"chr2:75500001-75550001",556
4057,58,25405,"chr2:75750001-75800001",556
3667,513,25049,"chr2:76000001-76050001",556
3387,328,25051,"chr2:76250001-76300001",556
4505,1338,25359,"chr2:76500001-76550001",556
3578,559,24966,"chr2:76750001-76800001",556
3665,395,25522,"chr2:77000001-77050001",556
3617,569,25183,"chr2:77250001-77300001",556
3641,528,25052,"chr2:77500001-77550001",556
3650,872,25059,"chr2:77750001-77800001",556
2834,436,24958,"chr2:78000001-78050001",556
4489,715,25579,"chr2:78250001-78300001",556
4436,1059,25321,"chr2:78500001-78550001",556
4418,805,25478,"chr2:78750001-78800001",556
4451,1287,25527,"chr2:79000001-79050001",556
4266,1276,25311,"chr2:79250001-79300001",556
4239,1287,25414,"chr2:79500001-79550001",556
4343,1364,25487,"chr2:79750001-79800001",556
4261,1036,25321,"chr2:80000001-80050001",556
4330,1231,25198,"chr2:80250001-80300001",556
4258,1289,25344,"chr2:80500001-80550001",556
4587,959,25494,"chr2:80750001-80800001",556
4600,1066,25436,"chr2:81000001-81050001",556
4054,1022,24684,"chr2:81250001-81300001",556
4796,587,25195,"chr2:81500001-81550001",556
4212,1087,25205,"chr2:81750001-81800001",556
4520,1097,25376,"chr2:82000001-82050001",556
4439,1022,25266,"chr2:82250001-82300001",556
4636,1049,25470,"chr2:82500001-82550001",556
4670,1144,24989,"chr2:82750001-82800001",556
4379,1732,25075,"chr2:83000001-83050001",556
4760,737,24767,"chr2:83250001-83300001",556
4435,681,25255,"chr2:83500001-83550001",556
4740,533,24929,"chr2:83750001-83800001",556
4346,1224,25063,"chr2:84000001-84050001",556
4288,1361,25265,"chr2:84250001-84300001",556
4188,1495,25132,"chr2:84500001-84550001",556
4255,1685,25411,"chr2:84750001-84800001",556
3988,1128,24778,"chr2:85000001-85050001",556
4209,1403,24780,"chr2:85250001-85300001",556
4130,956,25402,"chr2:85500001-85550001",556
3567,764,25439,"chr2:85750001-85800001",556
3934,1102,25424,"chr2:86000001-86050001",556
4432,1066,25464,"chr2:86250001-86300001",556
4293,1001,25548,"chr2:86500001-86550001",556
4360,796,25485,"chr2:86750001-86800001",556
3649,96,25125,"chr2:87250001-87300001",556
3735,454,24912,"chr2:87500001-87550001",556
4342,792,25472,"chr2:88000001-88050001",556
3801,559,25161,"chr2:88250001-88300001",556
3656,607,25037,"chr2:88500001-88550001",556
4733,1002,25329,"chr2:88750001-88800001",556
4738,404,25212,"chr2:89000001-89050001",556
4518,1035,24737,"chr2:89750001-89800001",556
4168,421,25127,"chr2:90000001-90050001",556
4305,694,25478,"chr2:91750001-91800001",556
4020,833,24766,"chr2:94750001-94800001",556
4050,719,24986,"chr2:95000001-95050001",556
3813,801,24764,"chr2:95250001-95300001",556
3917,749,24941,"chr2:95500001-95550001",556
3766,523,24966,"chr2:95750001-95800001",556
3905,595,25048,"chr2:96000001-96050001",556
4571,1072,25370,"chr2:96250001-96300001",556
4064,195,24476,"chr2:96500001-96550001",556
4134,84,24545,"chr2:96750001-96800001",556
4212,500,24570,"chr2:97000001-97050001",556
3805,1168,24527,"chr2:97750001-97800001",556
3893,653,24469,"chr2:98000001-98050001",556
3964,879,24615,"chr2:98250001-98300001",556
4009,880,25026,"chr2:98500001-98550001",556
4025,475,24637,"chr2:98750001-98800001",556
3814,681,24699,"chr2:99000001-99050001",556
3972,884,24940,"chr2:99250001-99300001",556
3936,695,24791,"chr2:99500001-99550001",556
3840,464,24535,"chr2:99750001-99800001",556
3845,520,24726,"chr2:100000001-100050001",556
3755,500,24666,"chr2:100250001-100300001",556
3493,135,24736,"chr2:100500001-100550001",556
3644,319,24220,"chr2:100750001-100800001",556
3670,604,24967,"chr2:101000001-101050001",556
3331,-105,24773,"chr2:101250001-101300001",556
3353,433,25113,"chr2:101500001-101550001",556
3537,185,24938,"chr2:101750001-101800001",556
3782,550,24978,"chr2:102000001-102050001",556
3428,432,24759,"chr2:102250001-102300001",556
3229,164,24758,"chr2:102500001-102550001",556
3422,50,24951,"chr2:102750001-102800001",556
3427,457,25260,"chr2:103000001-103050001",556
3600,216,25164,"chr2:103250001-103300001",556
3795,521,24954,"chr2:103500001-103550001",556
4202,1076,24320,"chr2:103750001-103800001",556
3840,622,24991,"chr2:104000001-104050001",556
3744,490,24974,"chr2:104250001-104300001",556
4164,822,24968,"chr2:104500001-104550001",556
3835,312,24751,"chr2:104750001-104800001",556
3254,9,25013,"chr2:105000001-105050001",556
3373,291,25152,"chr2:105250001-105300001",556
3390,96,25446,"chr2:105500001-105550001",556
3805,560,25081,"chr2:105750001-105800001",556
3495,78,25490,"chr2:106000001-106050001",556
3203,286,25445,"chr2:106250001-106300001",556
2951,76,25513,"chr2:106500001-106550001",556
2980,-51,25301,"chr2:106750001-106800001",556
3822,648,24948,"chr2:107000001-107050001",556
2876,-45,24967,"chr2:107250001-107300001",556
3035,-70,25508,"chr2:107500001-107550001",556
3615,448,25089,"chr2:107750001-107800001",556
3488,326,25078,"chr2:108000001-108050001",556
3366,322,25047,"chr2:108250001-108300001",556
3840,32,25063,"chr2:108500001-108550001",556
4172,-128,25017,"chr2:108750001-108800001",556
3652,-30,24653,"chr2:109000001-109050001",556
3781,36,24647,"chr2:109250001-109300001",556
3827,427,24617,"chr2:109500001-109550001",556
3585,221,24945,"chr2:110750001-110800001",556
3781,49,24895,"chr2:111000001-111050001",556
3773,361,25061,"chr2:111250001-111300001",556
3765,347,25065,"chr2:111500001-111550001",556
3661,111,24883,"chr2:111750001-111800001",556
3774,451,24839,"chr2:112000001-112050001",556
4436,644,24953,"chr2:112250001-112300001",556
4000,688,25210,"chr2:112500001-112550001",556
3748,605,25151,"chr2:112750001-112800001",556
3494,312,24952,"chr2:113000001-113050001",556
3836,628,24881,"chr2:113250001-113300001",556
3954,625,25316,"chr2:113500001-113550001",556
3305,381,25395,"chr2:113750001-113800001",556
3047,257,25082,"chr2:114000001-114050001",556
3259,335,25485,"chr2:114250001-114300001",556
3285,559,25533,"chr2:114500001-114550001",556
3388,755,25232,"chr2:114750001-114800001",556
3221,523,25530,"chr2:115000001-115050001",556
3042,221,25499,"chr2:115250001-115300001",556
3428,52,25363,"chr2:115500001-115550001",556
3204,-85,25053,"chr2:115750001-115800001",556
3819,-113,25429,"chr2:116000001-116050001",556
3258,347,25357,"chr2:116250001-116300001",556
3031,-81,24851,"chr2:116500001-116550001",556
3617,471,25449,"chr2:116750001-116800001",556
3565,18,25354,"chr2:117000001-117050001",556
3764,326,25116,"chr2:117250001-117300001",556
3965,675,25008,"chr2:117500001-117550001",556
3801,450,25176,"chr2:117750001-117800001",556
3632,518,25056,"chr2:118000001-118050001",556
3444,291,24769,"chr2:118250001-118300001",556
3788,124,24935,"chr2:118500001-118550001",556
3587,494,25027,"chr2:118750001-118800001",556
3547,301,25156,"chr2:119000001-119050001",556
3912,371,24598,"chr2:119250001-119300001",556
3994,615,24982,"chr2:119500001-119550001",556
3808,850,24965,"chr2:119750001-119800001",556
3982,625,25189,"chr2:120000001-120050001",556
3149,747,24084,"chr2:120250001-120300001",556
3464,-128,24720,"chr2:120500001-120550001",556
3992,416,24667,"chr2:120750001-120800001",556
3704,-76,24764,"chr2:121000001-121050001",556
3419,-82,24973,"chr2:121250001-121300001",556
3911,565,25041,"chr2:121500001-121550001",556
4183,770,24397,"chr2:121750001-121800001",556
4016,947,24941,"chr2:122000001-122050001",556
3589,374,25015,"chr2:122250001-122300001",556
3668,728,25047,"chr2:122500001-122550001",556
3937,885,24959,"chr2:122750001-122800001",556
3899,632,25083,"chr2:123000001-123050001",556
3758,412,25041,"chr2:123250001-123300001",556
3440,323,25142,"chr2:123500001-123550001",556
3552,431,25290,"chr2:123750001-123800001",556
2840,-64,25407,"chr2:124000001-124050001",556
3327,95,25547,"chr2:124250001-124300001",556
3400,353,25099,"chr2:124500001-124550001",556
3286,514,25151,"chr2:124750001-124800001",556
4010,934,24943,"chr2:125000001-125050001",556
3294,73,25265,"chr2:125250001-125300001",556
3244,297,25317,"chr2:125500001-125550001",556
3428,230,25548,"chr2:125750001-125800001",556
3305,131,25213,"chr2:126000001-126050001",556
2916,-97,25034,"chr2:126250001-126300001",556
3200,-117,25240,"chr2:126500001-126550001",556
3135,69,25172,"chr2:126750001-126800001",556
3652,-270,25172,"chr2:127000001-127050001",556
3556,6,24840,"chr2:127250001-127300001",556
3566,94,24593,"chr2:127500001-127550001",556
3582,-70,24848,"chr2:127750001-127800001",556
3174,-90,24776,"chr2:128000001-128050001",556
3199,94,25122,"chr2:128250001-128300001",556
3424,46,25117,"chr2:128500001-128550001",556
3114,-11,25104,"chr2:128750001-128800001",556
3215,93,25070,"chr2:129000001-129050001",556
3056,-43,25357,"chr2:129250001-129300001",556
3188,-75,25307,"chr2:129500001-129550001",556
3281,80,25142,"chr2:129750001-129800001",556
3441,-61,25013,"chr2:130000001-130050001",556
3777,-270,25247,"chr2:130250001-130300001",556
3366,65,25227,"chr2:130750001-130800001",556
3664,491,25041,"chr2:131000001-131050001",556
3646,18,25057,"chr2:131500001-131550001",556
3367,60,25312,"chr2:131750001-131800001",556
3472,582,25034,"chr2:132000001-132050001",556
3194,44,25071,"chr2:132500001-132550001",556
3980,347,25100,"chr2:132750001-132800001",556
3000,-51,25444,"chr2:133000001-133050001",556
3125,40,25293,"chr2:133250001-133300001",556
3593,9,25486,"chr2:133500001-133550001",556
3597,-103,25243,"chr2:133750001-133800001",556
3482,93,25250,"chr2:134000001-134050001",556
3132,417,25202,"chr2:134250001-134300001",556
3612,219,25225,"chr2:134500001-134550001",556
3784,522,25319,"chr2:134750001-134800001",556
3859,606,25005,"chr2:135000001-135050001",556
4037,1617,24908,"chr2:135250001-135300001",556
3577,634,25206,"chr2:135500001-135550001",556
3643,625,25021,"chr2:135750001-135800001",556
3741,153,25212,"chr2:136000001-136050001",556
3601,327,24971,"chr2:136250001-136300001",556
3811,552,25062,"chr2:136500001-136550001",556
3972,686,24976,"chr2:136750001-136800001",556
3853,762,24977,"chr2:137000001-137050001",556
3794,513,25065,"chr2:137250001-137300001",556
3923,613,25008,"chr2:137500001-137550001",556
4232,45,24544,"chr2:137750001-137800001",556
4136,851,25054,"chr2:138000001-138050001",556
4583,345,24718,"chr2:138250001-138300001",556
3549,548,25244,"chr2:138500001-138550001",556
3713,554,25105,"chr2:138750001-138800001",556
3840,734,24835,"chr2:139000001-139050001",556
3787,632,25258,"chr2:139250001-139300001",556
3818,685,25008,"chr2:139500001-139550001",556
4046,967,24718,"chr2:139750001-139800001",556
3947,680,24870,"chr2:140000001-140050001",556
3659,541,25029,"chr2:140250001-140300001",556
3927,1008,24914,"chr2:140500001-140550001",556
3589,305,25037,"chr2:140750001-140800001",556
3940,660,24982,"chr2:141000001-141050001",556
3797,647,25149,"chr2:141250001-141300001",556
3838,941,24860,"chr2:141500001-141550001",556
3663,508,25094,"chr2:141750001-141800001",556
3407,419,25173,"chr2:142000001-142050001",556
3347,125,25260,"chr2:142250001-142300001",556
3754,546,25052,"chr2:142500001-142550001",556
3420,364,25080,"chr2:142750001-142800001",556
4194,1153,25453,"chr2:143000001-143050001",556
3846,574,25017,"chr2:143250001-143300001",556
3829,319,25079,"chr2:143500001-143550001",556
3780,568,25196,"chr2:143750001-143800001",556
4067,577,25443,"chr2:144000001-144050001",556
3045,217,25346,"chr2:144250001-144300001",556
3768,475,25381,"chr2:144500001-144550001",556
3579,506,25066,"chr2:144750001-144800001",556
4257,1217,25471,"chr2:145000001-145050001",556
3861,456,24850,"chr2:145250001-145300001",556
3485,468,25216,"chr2:145500001-145550001",556
3625,319,25475,"chr2:145750001-145800001",556
3977,645,25057,"chr2:146000001-146050001",556
3990,584,25468,"chr2:146250001-146300001",556
3729,357,25171,"chr2:146500001-146550001",556
3611,516,25264,"chr2:146750001-146800001",556
3853,664,25120,"chr2:147000001-147050001",556
3825,1280,24525,"chr2:147250001-147300001",556
4002,676,24527,"chr2:147500001-147550001",556
3420,510,25115,"chr2:147750001-147800001",556
3804,3,25167,"chr2:148000001-148050001",556
3996,458,24632,"chr2:148250001-148300001",556
4131,557,25044,"chr2:148500001-148550001",556
4024,824,24958,"chr2:148750001-148800001",556
4033,634,24875,"chr2:149000001-149050001",556
3892,567,25304,"chr2:149250001-149300001",556
3880,764,24981,"chr2:149500001-149550001",556
4369,507,25269,"chr2:149750001-149800001",556
4016,326,25445,"chr2:150000001-150050001",556
3379,-19,24721,"chr2:150250001-150300001",556
3855,621,25010,"chr2:150500001-150550001",556
3592,518,25140,"chr2:150750001-150800001",556
3590,163,25135,"chr2:151000001-151050001",556
3428,298,25071,"chr2:151250001-151300001",556
3773,736,25088,"chr2:151500001-151550001",556
3792,843,25049,"chr2:151750001-151800001",556
3772,635,25026,"chr2:152000001-152050001",556
3772,461,25148,"chr2:152250001-152300001",556
3622,399,25041,"chr2:152500001-152550001",556
3986,1287,24639,"chr2:152750001-152800001",556
3829,599,24904,"chr2:153000001-153050001",556
3823,866,25083,"chr2:153250001-153300001",556
4012,844,24755,"chr2:153500001-153550001",556
3479,520,25196,"chr2:153750001-153800001",556
3984,1613,24525,"chr2:154000001-154050001",556
4110,436,24640,"chr2:154250001-154300001",556
3792,749,25279,"chr2:154500001-154550001",556
3981,909,24957,"chr2:154750001-154800001",556
3780,739,25056,"chr2:155000001-155050001",556
3785,414,25008,"chr2:155250001-155300001",556
3988,868,24949,"chr2:155500001-155550001",556
3611,459,25272,"chr2:155750001-155800001",556
3611,1286,25449,"chr2:156000001-156050001",556
3817,1285,25251,"chr2:156250001-156300001",556
3619,591,25147,"chr2:156500001-156550001",556
3542,446,25228,"chr2:156750001-156800001",556
4228,396,25499,"chr2:157000001-157050001",556
3814,441,25060,"chr2:157250001-157300001",556
3775,738,25054,"chr2:157500001-157550001",556
3169,719,24961,"chr2:157750001-157800001",556
3312,136,25286,"chr2:158000001-158050001",556
3430,1135,25378,"chr2:158250001-158300001",556
3881,909,24968,"chr2:158500001-158550001",556
3740,478,25177,"chr2:158750001-158800001",556
3976,738,25441,"chr2:159000001-159050001",556
3812,865,24956,"chr2:159250001-159300001",556
3829,744,25063,"chr2:159500001-159550001",556
3569,499,25101,"chr2:159750001-159800001",556
3601,300,25093,"chr2:160000001-160050001",556
3962,542,25161,"chr2:160250001-160300001",556
3849,656,24974,"chr2:160500001-160550001",556
3893,1238,24645,"chr2:160750001-160800001",556
3797,660,25178,"chr2:161000001-161050001",556
3687,491,25079,"chr2:161250001-161300001",556
3577,218,25161,"chr2:161500001-161550001",556
3988,1169,24512,"chr2:161750001-161800001",556
4197,1290,25358,"chr2:162000001-162050001",556
3422,221,25454,"chr2:162250001-162300001",556
3142,303,25105,"chr2:162500001-162550001",556
3359,498,25136,"chr2:162750001-162800001",556
3732,235,25268,"chr2:163000001-163050001",556
3844,411,25044,"chr2:163250001-163300001",556
3791,774,25006,"chr2:163500001-163550001",556
4025,868,24932,"chr2:163750001-163800001",556
3868,654,25040,"chr2:164000001-164050001",556
3610,541,25495,"chr2:164250001-164300001",556
3189,214,25140,"chr2:164500001-164550001",556
3200,-1,25369,"chr2:164750001-164800001",556
3814,652,24961,"chr2:165000001-165050001",556
3387,374,25454,"chr2:165250001-165300001",556
3715,599,25127,"chr2:165500001-165550001",556
3951,980,25521,"chr2:165750001-165800001",556
3824,254,25183,"chr2:166000001-166050001",556
3630,396,25291,"chr2:166250001-166300001",556
4222,857,24836,"chr2:166500001-166550001",556
3989,864,24953,"chr2:166750001-166800001",556
3901,624,25017,"chr2:167000001-167050001",556
3465,463,24556,"chr2:167250001-167300001",556
3982,1266,25484,"chr2:167500001-167550001",556
4158,523,24661,"chr2:167750001-167800001",556
3819,694,25035,"chr2:168000001-168050001",556
3995,1177,25275,"chr2:168250001-168300001",556
3803,606,25159,"chr2:168500001-168550001",556
4221,322,24207,"chr2:168750001-168800001",556
4172,631,24963,"chr2:169000001-169050001",556
4202,593,24672,"chr2:169250001-169300001",556
4236,857,24959,"chr2:169500001-169550001",556
4242,923,24757,"chr2:169750001-169800001",556
3839,638,25037,"chr2:170000001-170050001",556
3656,635,25099,"chr2:170250001-170300001",556
4118,256,24706,"chr2:170500001-170550001",556
3999,448,24649,"chr2:170750001-170800001",556
3199,331,25382,"chr2:171000001-171050001",556
3461,199,25029,"chr2:171250001-171300001",556
3819,488,24964,"chr2:171500001-171550001",556
3016,-48,25064,"chr2:171750001-171800001",556
3213,299,24839,"chr2:172000001-172050001",556
3386,36,25108,"chr2:172250001-172300001",556
3795,305,24964,"chr2:172500001-172550001",556
2814,-43,25328,"chr2:172750001-172800001",556
3202,49,25175,"chr2:173000001-173050001",556
3655,484,25069,"chr2:173250001-173300001",556
3779,-30,25131,"chr2:173500001-173550001",556
3855,760,25160,"chr2:174000001-174050001",556
3860,1342,24506,"chr2:174250001-174300001",556
4175,443,24793,"chr2:174500001-174550001",556
3917,564,25128,"chr2:174750001-174800001",556
4032,817,24907,"chr2:175000001-175050001",556
4061,498,24625,"chr2:175250001-175300001",556
3823,537,24800,"chr2:175500001-175550001",556
3851,1234,24533,"chr2:175750001-175800001",556
3969,1073,25388,"chr2:176000001-176050001",556
3664,536,25061,"chr2:176250001-176300001",556
4433,98,24836,"chr2:176500001-176550001",556
4205,1187,25067,"chr2:176750001-176800001",556
3398,420,25445,"chr2:177000001-177050001",556
3837,-82,25448,"chr2:177250001-177300001",556
3454,96,25399,"chr2:177500001-177550001",556
3728,567,24989,"chr2:177750001-177800001",556
3946,936,24944,"chr2:178000001-178050001",556
3994,490,24871,"chr2:178250001-178300001",556
4040,753,25057,"chr2:178500001-178550001",556
3946,536,25292,"chr2:178750001-178800001",556
3803,701,24874,"chr2:179000001-179050001",556
3569,1198,25389,"chr2:179250001-179300001",556
4389,1469,25182,"chr2:179500001-179550001",556
3983,580,25056,"chr2:180000001-180050001",556
3906,792,25011,"chr2:180250001-180300001",556
3958,643,24642,"chr2:180500001-180550001",556
3676,447,25066,"chr2:180750001-180800001",556
4142,888,24942,"chr2:181000001-181050001",556
3255,81,25157,"chr2:181250001-181300001",556
3916,581,25022,"chr2:181500001-181550001",556
4190,434,25157,"chr2:181750001-181800001",556
4015,546,24967,"chr2:182000001-182050001",556
3637,600,25081,"chr2:182250001-182300001",556
4788,319,25027,"chr2:182500001-182550001",556
3871,1378,24631,"chr2:182750001-182800001",556
3992,615,25477,"chr2:183000001-183050001",556
4008,842,24942,"chr2:183250001-183300001",556
3939,745,25197,"chr2:183500001-183550001",556
3776,832,24968,"chr2:183750001-183800001",556
4014,834,24946,"chr2:184000001-184050001",556
3821,1197,24596,"chr2:184250001-184300001",556
3837,642,25016,"chr2:184500001-184550001",556
4008,971,24309,"chr2:184750001-184800001",556
3801,632,25095,"chr2:185000001-185050001",556
3764,620,25004,"chr2:185250001-185300001",556
