"chr","loc1","loc2","lg_balance","IQRs"
"chr14",41500000,1.06e+08,-3.435,2.366
"chr14",41500000,106100000,-3.453,2.244
"chr14",41500000,106200000,-3.43,2.537
"chr14",41500000,106300000,-3.406,2.827
"chr14",41500000,106400000,-3.396,2.774
"chr14",41500000,106500000,-3.366,3.049
"chr14",41500000,106600000,-3.351,3.146
"chr14",41500000,106700000,-3.39,2.658
"chr14",41500000,106800000,-3.369,2.795
"chr14",41500000,106900000,-3.37,2.792
"chr14",41600000,1.06e+08,-3.457,2.118
"chr14",41600000,106200000,-3.462,2.156
"chr14",41600000,106300000,-3.444,2.399
"chr14",41600000,106400000,-3.44,2.49
"chr14",41600000,106500000,-3.428,2.477
"chr14",41600000,106600000,-3.415,2.585
"chr14",41600000,106700000,-3.445,2.262
"chr14",41600000,106800000,-3.424,2.352
"chr14",41600000,106900000,-3.439,2.187
"chr14",41700000,106300000,-3.459,2.184
"chr14",41700000,106400000,-3.446,2.385
"chr14",41700000,106500000,-3.445,2.45
"chr14",41700000,106600000,-3.436,2.404
"chr14",41700000,106700000,-3.453,2.222
"chr14",41700000,106800000,-3.454,2.187
"chr14",41700000,106900000,-3.456,2.059
"chr14",41800000,105900000,-3.479,2.135
"chr14",41800000,1.06e+08,-3.472,2.129
"chr14",41900000,105900000,-3.487,2.182
"chr14",41900000,1.06e+08,-3.487,2.062
"chr14",4.2e+07,105900000,-3.511,2.113
"chr14",4.2e+07,1.06e+08,-3.501,2.048
"chr14",4.2e+07,106100000,-3.491,2.029
"chr14",4.2e+07,106300000,-3.451,2.288
"chr14",42100000,105900000,-3.505,2.087
"chr14",42100000,1.06e+08,-3.479,2.43
"chr14",42100000,106100000,-3.476,2.288
"chr14",42100000,106200000,-3.48,2.129
"chr14",42100000,106300000,-3.428,2.528
"chr14",42100000,106400000,-3.443,2.351
"chr14",42100000,106500000,-3.462,2.076
"chr14",42100000,106600000,-3.441,2.312
"chr14",42100000,106700000,-3.463,2.152
"chr14",42100000,106800000,-3.481,2.056
"chr14",42200000,1.06e+08,-3.498,2.154
"chr14",42200000,106100000,-3.464,2.579
"chr14",42200000,106200000,-3.468,2.361
"chr14",42200000,106300000,-3.43,2.582
"chr14",42200000,106400000,-3.447,2.356
"chr14",42200000,106500000,-3.472,2.094
"chr14",42200000,106600000,-3.458,2.112
"chr14",42200000,106700000,-3.475,2.013
"chr14",42300000,106100000,-3.477,2.359
"chr14",42300000,106200000,-3.484,2.379
"chr14",42300000,106300000,-3.465,2.389
"chr14",42300000,106400000,-3.471,2.214
"chr14",42300000,106500000,-3.482,2.045
"chr14",42300000,106600000,-3.479,2.03
"chr14",42400000,106200000,-3.505,2.087
"chr14",42400000,106300000,-3.492,2.304
"chr14",42400000,106400000,-3.506,2.007
"chr14",42400000,106500000,-3.491,2.025
"chr14",42500000,106400000,-3.515,2.068
"chr14",42500000,106500000,-3.499,2.067
"chr14",42500000,106600000,-3.48,2.126
"chr14",42600000,106500000,-3.515,2.07
"chr14",42600000,106600000,-3.485,2.2
"chr14",4.3e+07,106600000,-3.486,2.162
"chr14",4.3e+07,106700000,-3.481,2.223
"chr14",4.3e+07,106800000,-3.492,2.214
"chr14",4.3e+07,106900000,-3.447,2.747
"chr14",43100000,106600000,-3.47,2.299
"chr14",43100000,106700000,-3.476,2.253
"chr14",43100000,106800000,-3.48,2.236
"chr14",43100000,106900000,-3.453,2.597
"chr14",43200000,106400000,-3.472,2.16
"chr14",43200000,106500000,-3.471,2.099
"chr14",43200000,106600000,-3.445,2.376
"chr14",43200000,106700000,-3.448,2.511
"chr14",43200000,106800000,-3.435,2.645
"chr14",43200000,106900000,-3.432,2.689
"chr14",43300000,106200000,-3.46,2.236
"chr14",43300000,106300000,-3.438,2.479
"chr14",43300000,106400000,-3.415,2.709
"chr14",43300000,106500000,-3.411,2.705
"chr14",43300000,106600000,-3.398,2.74
"chr14",43300000,106700000,-3.394,2.829
"chr14",43300000,106800000,-3.37,3.24
"chr14",43300000,106900000,-3.373,3.231
"chr14",43400000,105900000,-3.481,2.221
"chr14",43400000,1.06e+08,-3.462,2.51
"chr14",43400000,106100000,-3.464,2.426
"chr14",43400000,106200000,-3.428,2.692
"chr14",43400000,106300000,-3.408,2.713
"chr14",43400000,106400000,-3.384,2.974
"chr14",43400000,106500000,-3.381,3.017
"chr14",43400000,106600000,-3.368,3.087
"chr14",43400000,106700000,-3.37,2.992
"chr14",43400000,106800000,-3.352,3.211
"chr14",43400000,106900000,-3.348,3.454
"chr14",43500000,105900000,-3.489,2.117
"chr14",43500000,1.06e+08,-3.47,2.32
"chr14",43500000,106100000,-3.459,2.539
"chr14",43500000,106200000,-3.415,2.919
"chr14",43500000,106300000,-3.383,3.136
"chr14",43500000,106400000,-3.35,3.249
"chr14",43500000,106500000,-3.327,3.5
"chr14",43500000,106600000,-3.307,3.686
"chr14",43500000,106700000,-3.297,3.729
"chr14",43500000,106800000,-3.289,3.704
"chr14",43500000,106900000,-3.275,3.897
"chr14",43600000,105900000,-3.424,2.495
"chr14",43600000,1.06e+08,-3.422,2.761
"chr14",43600000,106100000,-3.416,2.851
"chr14",43600000,106200000,-3.38,3.337
"chr14",43600000,106300000,-3.342,3.645
"chr14",43600000,106400000,-3.323,3.719
"chr14",43600000,106500000,-3.304,3.665
"chr14",43600000,106600000,-3.298,3.763
"chr14",43600000,106700000,-3.274,3.988
"chr14",43600000,106800000,-3.269,3.973
"chr14",43600000,106900000,-3.259,3.968
"chr14",43700000,105900000,-3.382,2.553
"chr14",43700000,1.06e+08,-3.377,2.915
"chr14",43700000,106100000,-3.392,3.044
"chr14",43700000,106200000,-3.365,3.349
"chr14",43700000,106300000,-3.336,3.789
"chr14",43700000,106400000,-3.313,3.929
"chr14",43700000,106500000,-3.317,3.776
"chr14",43700000,106600000,-3.333,3.404
"chr14",43700000,106700000,-3.33,3.474
"chr14",43700000,106800000,-3.309,3.675
"chr14",43700000,106900000,-3.315,3.564
"chr14",43800000,105900000,-3.392,2.306
"chr14",43800000,1.06e+08,-3.386,2.524
"chr14",43800000,106100000,-3.389,2.802
"chr14",43800000,106200000,-3.372,3.237
"chr14",43800000,106300000,-3.353,3.468
"chr14",43800000,106400000,-3.328,3.866
"chr14",43800000,106500000,-3.324,3.822
"chr14",43800000,106600000,-3.344,3.511
"chr14",43800000,106700000,-3.341,3.325
"chr14",43800000,106800000,-3.335,3.424
"chr14",43800000,106900000,-3.331,3.471
"chr14",43900000,105900000,-3.392,2.259
"chr14",43900000,1.06e+08,-3.392,2.299
"chr14",43900000,106100000,-3.389,2.502
"chr14",43900000,106200000,-3.379,2.89
"chr14",43900000,106300000,-3.365,3.302
"chr14",43900000,106400000,-3.343,3.558
"chr14",43900000,106500000,-3.326,3.891
"chr14",43900000,106600000,-3.343,3.628
"chr14",43900000,106700000,-3.332,3.631
"chr14",43900000,106800000,-3.341,3.327
"chr14",43900000,106900000,-3.337,3.408
"chr14",4.4e+07,1.06e+08,-3.424,2.019
"chr14",4.4e+07,106100000,-3.407,2.184
"chr14",4.4e+07,106200000,-3.392,2.476
"chr14",4.4e+07,106300000,-3.375,2.931
"chr14",4.4e+07,106400000,-3.348,3.468
"chr14",4.4e+07,106500000,-3.326,3.725
"chr14",4.4e+07,106600000,-3.329,3.859
"chr14",4.4e+07,106700000,-3.322,3.842
"chr14",4.4e+07,106800000,-3.334,3.608
"chr14",4.4e+07,106900000,-3.336,3.379
"chr14",44100000,106100000,-3.424,2.015
"chr14",44100000,106200000,-3.397,2.266
"chr14",44100000,106300000,-3.374,2.62
"chr14",44100000,106400000,-3.349,3.164
"chr14",44100000,106500000,-3.321,3.723
"chr14",44100000,106600000,-3.33,3.69
"chr14",44100000,106700000,-3.316,3.99
"chr14",44100000,106800000,-3.312,3.937
"chr14",44100000,106900000,-3.313,3.808
"chr14",44200000,106100000,-3.412,2.18
"chr14",44200000,106200000,-3.394,2.246
"chr14",44200000,106300000,-3.36,2.55
"chr14",44200000,106400000,-3.345,2.861
"chr14",44200000,106500000,-3.31,3.506
"chr14",44200000,106600000,-3.317,3.764
"chr14",44200000,106700000,-3.3,3.98
"chr14",44200000,106800000,-3.292,4.234
"chr14",44200000,106900000,-3.264,4.42
"chr14",44300000,106200000,-3.418,2.127
"chr14",44300000,106300000,-3.386,2.305
"chr14",44300000,106400000,-3.351,2.615
"chr14",44300000,106500000,-3.314,3.107
"chr14",44300000,106600000,-3.303,3.565
"chr14",44300000,106700000,-3.295,3.974
"chr14",44300000,106800000,-3.282,4.159
"chr14",44300000,106900000,-3.251,4.652
"chr14",44400000,106300000,-3.406,2.227
"chr14",44400000,106400000,-3.374,2.397
"chr14",44400000,106500000,-3.317,2.882
"chr14",44400000,106600000,-3.298,3.239
"chr14",44400000,106700000,-3.263,3.921
"chr14",44400000,106800000,-3.251,4.393
"chr14",44400000,106900000,-3.229,4.676
"chr14",44500000,106400000,-3.4,2.268
"chr14",44500000,106500000,-3.359,2.511
"chr14",44500000,106600000,-3.336,2.732
"chr14",44500000,106700000,-3.313,3.118
"chr14",44500000,106800000,-3.291,3.673
"chr14",44500000,106900000,-3.289,4.028
"chr14",44600000,106500000,-3.38,2.43
"chr14",44600000,106600000,-3.35,2.583
"chr14",44600000,106700000,-3.336,2.736
"chr14",44600000,106800000,-3.299,3.227
"chr14",44600000,106900000,-3.281,3.767
"chr14",44700000,106600000,-3.393,2.324
"chr14",44700000,106700000,-3.373,2.41
"chr14",44700000,106800000,-3.349,2.631
"chr14",44700000,106900000,-3.309,3.149
"chr14",44800000,106600000,-3.391,2.266
"chr14",44800000,106700000,-3.37,2.511
"chr14",44800000,106800000,-3.352,2.57
"chr14",44800000,106900000,-3.31,2.934
"chr14",44900000,106800000,-3.416,2.142
"chr14",44900000,106900000,-3.393,2.252
"chr14",4.5e+07,106100000,-3.45,2.257
"chr14",4.5e+07,106200000,-3.459,2.308
"chr14",4.5e+07,106300000,-3.45,2.451
"chr14",4.5e+07,106400000,-3.427,2.655
"chr14",4.5e+07,106500000,-3.415,2.537
"chr14",4.5e+07,106600000,-3.39,2.391
"chr14",4.5e+07,106700000,-3.388,2.293
"chr14",4.5e+07,106800000,-3.376,2.382
"chr14",4.5e+07,106900000,-3.348,2.684
"chr14",45100000,1.06e+08,-3.438,2.151
"chr14",45100000,106100000,-3.405,2.613
"chr14",45100000,106200000,-3.418,2.572
"chr14",45100000,106300000,-3.392,2.979
"chr14",45100000,106400000,-3.373,3.227
"chr14",45100000,106500000,-3.383,3.089
"chr14",45100000,106600000,-3.356,3.087
"chr14",45100000,106700000,-3.368,2.566
"chr14",45100000,106800000,-3.364,2.483
"chr14",45100000,106900000,-3.332,2.721
"chr14",45200000,105900000,-3.41,2.241
"chr14",45200000,1.06e+08,-3.388,2.503
"chr14",45200000,106100000,-3.336,3.065
"chr14",45200000,106200000,-3.36,3.041
"chr14",45200000,106300000,-3.326,3.45
"chr14",45200000,106400000,-3.3,3.903
"chr14",45200000,106500000,-3.318,3.786
"chr14",45200000,106600000,-3.284,4.085
"chr14",45200000,106700000,-3.293,3.665
"chr14",45200000,106800000,-3.308,3.056
"chr14",45200000,106900000,-3.266,3.246
"chr14",45300000,105800000,-3.382,2.409
"chr14",45300000,105900000,-3.348,2.69
"chr14",45300000,1.06e+08,-3.339,2.849
"chr14",45300000,106100000,-3.279,3.445
"chr14",45300000,106200000,-3.312,3.284
"chr14",45300000,106300000,-3.28,3.792
"chr14",45300000,106400000,-3.266,4.03
"chr14",45300000,106500000,-3.298,3.927
"chr14",45300000,106600000,-3.28,4.172
"chr14",45300000,106700000,-3.279,4.132
"chr14",45300000,106800000,-3.311,3.502
"chr14",45300000,106900000,-3.283,3.258
"chr14",45400000,81700000,-3.18,2.098
"chr14",45400000,81800000,-3.155,2.223
"chr14",45400000,81900000,-3.154,2.221
"chr14",45400000,8.2e+07,-3.161,2.158
"chr14",45400000,82100000,-3.157,2.227
"chr14",45400000,97600000,-3.364,2.159
"chr14",45400000,97700000,-3.353,2.138
"chr14",45400000,97900000,-3.35,2.084
"chr14",45400000,105700000,-3.409,2.011
"chr14",45400000,105800000,-3.352,2.515
"chr14",45400000,105900000,-3.288,3.184
"chr14",45400000,1.06e+08,-3.286,3.204
"chr14",45400000,106100000,-3.239,3.709
"chr14",45400000,106200000,-3.25,3.699
"chr14",45400000,106300000,-3.233,3.994
"chr14",45400000,106400000,-3.213,4.424
"chr14",45400000,106500000,-3.245,4.231
"chr14",45400000,106600000,-3.237,4.538
"chr14",45400000,106700000,-3.231,4.669
"chr14",45400000,106800000,-3.249,4.432
"chr14",45400000,106900000,-3.235,4.203
"chr14",45500000,78400000,-3.09,2.072
"chr14",45500000,78500000,-3.105,2.19
"chr14",45500000,81600000,-3.194,2.044
"chr14",45500000,81700000,-3.148,2.3
"chr14",45500000,81800000,-3.115,2.47
"chr14",45500000,81900000,-3.096,2.557
"chr14",45500000,8.2e+07,-3.092,2.57
"chr14",45500000,82100000,-3.093,2.538
"chr14",45500000,82200000,-3.14,2.319
"chr14",45500000,82300000,-3.163,2.185
"chr14",45500000,97300000,-3.351,2.106
"chr14",45500000,97400000,-3.339,2.195
"chr14",45500000,97500000,-3.344,2.319
"chr14",45500000,97600000,-3.307,2.637
"chr14",45500000,97700000,-3.304,2.644
"chr14",45500000,97800000,-3.307,2.495
"chr14",45500000,97900000,-3.304,2.494
"chr14",45500000,9.8e+07,-3.32,2.306
"chr14",45500000,98100000,-3.317,2.223
"chr14",45500000,98200000,-3.289,2.336
"chr14",45500000,98300000,-3.328,2.001
"chr14",45500000,105800000,-3.348,2.486
"chr14",45500000,105900000,-3.276,3.119
"chr14",45500000,1.06e+08,-3.265,3.375
"chr14",45500000,106100000,-3.217,3.776
"chr14",45500000,106200000,-3.228,3.803
"chr14",45500000,106300000,-3.199,4.148
"chr14",45500000,106400000,-3.179,4.471
"chr14",45500000,106500000,-3.205,4.501
"chr14",45500000,106600000,-3.204,4.621
"chr14",45500000,106700000,-3.204,4.862
"chr14",45500000,106800000,-3.229,4.688
"chr14",45500000,106900000,-3.205,4.867
"chr14",45600000,78300000,-3.073,2.021
"chr14",45600000,78400000,-3.046,2.199
"chr14",45600000,78500000,-3.054,2.245
"chr14",45600000,78600000,-3.115,2.141
"chr14",45600000,81500000,-3.191,2.1
"chr14",45600000,81600000,-3.149,2.313
"chr14",45600000,81700000,-3.111,2.517
"chr14",45600000,81800000,-3.081,2.684
"chr14",45600000,81900000,-3.048,2.852
"chr14",45600000,8.2e+07,-3.044,2.848
"chr14",45600000,82100000,-3.041,2.857
"chr14",45600000,82200000,-3.089,2.558
"chr14",45600000,82300000,-3.121,2.429
"chr14",45600000,82400000,-3.168,2.162
"chr14",45600000,97300000,-3.319,2.343
"chr14",45600000,97400000,-3.303,2.471
"chr14",45600000,97500000,-3.296,2.524
"chr14",45600000,97600000,-3.273,2.883
"chr14",45600000,97700000,-3.277,2.878
"chr14",45600000,97800000,-3.27,2.916
"chr14",45600000,97900000,-3.265,2.823
"chr14",45600000,9.8e+07,-3.279,2.687
"chr14",45600000,98100000,-3.285,2.569
"chr14",45600000,98200000,-3.274,2.535
"chr14",45600000,98300000,-3.3,2.258
"chr14",45600000,98400000,-3.31,2.125
"chr14",45600000,98500000,-3.32,2.035
"chr14",45600000,105700000,-3.403,2.032
"chr14",45600000,105800000,-3.342,2.449
"chr14",45600000,105900000,-3.254,3.223
"chr14",45600000,1.06e+08,-3.243,3.384
"chr14",45600000,106100000,-3.197,3.944
"chr14",45600000,106200000,-3.189,4.003
"chr14",45600000,106300000,-3.147,4.498
"chr14",45600000,106400000,-3.138,4.675
"chr14",45600000,106500000,-3.15,4.738
"chr14",45600000,106600000,-3.148,5.028
"chr14",45600000,106700000,-3.141,5.229
"chr14",45600000,106800000,-3.161,5.294
"chr14",45600000,106900000,-3.13,5.7
"chr14",45700000,78400000,-3.061,2.076
"chr14",45700000,78500000,-3.059,2.14
"chr14",45700000,81500000,-3.215,2.03
"chr14",45700000,81600000,-3.176,2.188
"chr14",45700000,81700000,-3.146,2.334
"chr14",45700000,81800000,-3.105,2.55
"chr14",45700000,81900000,-3.074,2.726
"chr14",45700000,8.2e+07,-3.056,2.807
"chr14",45700000,82100000,-3.048,2.826
"chr14",45700000,82200000,-3.095,2.551
"chr14",45700000,82300000,-3.12,2.385
"chr14",45700000,82400000,-3.155,2.236
"chr14",45700000,97300000,-3.338,2.251
"chr14",45700000,97400000,-3.331,2.253
"chr14",45700000,97500000,-3.324,2.315
"chr14",45700000,97600000,-3.307,2.437
"chr14",45700000,97700000,-3.305,2.632
"chr14",45700000,97800000,-3.289,2.777
"chr14",45700000,97900000,-3.278,2.855
"chr14",45700000,9.8e+07,-3.304,2.522
"chr14",45700000,98100000,-3.307,2.471
"chr14",45700000,98200000,-3.294,2.505
"chr14",45700000,98300000,-3.308,2.29
"chr14",45700000,98400000,-3.314,2.163
"chr14",45700000,98500000,-3.318,2.073
"chr14",45700000,105800000,-3.364,2.335
"chr14",45700000,105900000,-3.276,2.953
"chr14",45700000,1.06e+08,-3.256,3.201
"chr14",45700000,106100000,-3.21,3.646
"chr14",45700000,106200000,-3.191,3.996
"chr14",45700000,106300000,-3.148,4.348
"chr14",45700000,106400000,-3.136,4.589
"chr14",45700000,106500000,-3.151,4.566
"chr14",45700000,106600000,-3.146,4.765
"chr14",45700000,106700000,-3.145,5.062
"chr14",45700000,106800000,-3.167,4.978
"chr14",45700000,106900000,-3.145,5.458
"chr14",45800000,81500000,-3.219,2.114
"chr14",45800000,81600000,-3.178,2.253
"chr14",45800000,81700000,-3.148,2.347
"chr14",45800000,81800000,-3.109,2.546
"chr14",45800000,81900000,-3.066,2.775
"chr14",45800000,8.2e+07,-3.051,2.856
"chr14",45800000,82100000,-3.044,2.873
"chr14",45800000,82200000,-3.09,2.591
"chr14",45800000,82300000,-3.11,2.465
"chr14",45800000,82400000,-3.142,2.263
"chr14",45800000,82500000,-3.186,2.062
"chr14",45800000,97300000,-3.355,2.124
"chr14",45800000,97400000,-3.34,2.234
"chr14",45800000,97500000,-3.341,2.176
"chr14",45800000,97600000,-3.315,2.382
"chr14",45800000,97700000,-3.317,2.364
"chr14",45800000,97800000,-3.312,2.577
"chr14",45800000,97900000,-3.299,2.703
"chr14",45800000,9.8e+07,-3.311,2.59
"chr14",45800000,98100000,-3.321,2.388
"chr14",45800000,98200000,-3.305,2.487
"chr14",45800000,98300000,-3.326,2.265
"chr14",45800000,98400000,-3.328,2.143
"chr14",45800000,98500000,-3.331,2.044
"chr14",45800000,105800000,-3.368,2.37
"chr14",45800000,105900000,-3.291,2.891
"chr14",45800000,1.06e+08,-3.275,2.961
"chr14",45800000,106100000,-3.238,3.347
"chr14",45800000,106200000,-3.2,3.729
"chr14",45800000,106300000,-3.156,4.287
"chr14",45800000,106400000,-3.151,4.325
"chr14",45800000,106500000,-3.147,4.494
"chr14",45800000,106600000,-3.141,4.655
"chr14",45800000,106700000,-3.135,4.869
"chr14",45800000,106800000,-3.136,5.148
"chr14",45800000,106900000,-3.124,5.398
"chr14",45900000,81600000,-3.196,2.262
"chr14",45900000,81700000,-3.178,2.258
"chr14",45900000,81800000,-3.112,2.555
"chr14",45900000,81900000,-3.057,2.844
"chr14",45900000,8.2e+07,-3.053,2.851
"chr14",45900000,82100000,-3.052,2.85
"chr14",45900000,82200000,-3.086,2.637
"chr14",45900000,82300000,-3.099,2.537
"chr14",45900000,82400000,-3.127,2.372
"chr14",45900000,82500000,-3.18,2.052
"chr14",45900000,97300000,-3.365,2.068
"chr14",45900000,97400000,-3.351,2.151
"chr14",45900000,97500000,-3.346,2.185
"chr14",45900000,97600000,-3.32,2.332
"chr14",45900000,97700000,-3.328,2.28
"chr14",45900000,97800000,-3.321,2.335
"chr14",45900000,97900000,-3.301,2.658
"chr14",45900000,9.8e+07,-3.324,2.497
"chr14",45900000,98100000,-3.317,2.541
"chr14",45900000,98200000,-3.31,2.473
"chr14",45900000,98300000,-3.332,2.281
"chr14",45900000,98400000,-3.322,2.296
"chr14",45900000,98500000,-3.332,2.117
"chr14",45900000,105800000,-3.379,2.314
"chr14",45900000,105900000,-3.297,2.919
"chr14",45900000,1.06e+08,-3.296,2.855
"chr14",45900000,106100000,-3.281,2.916
"chr14",45900000,106200000,-3.227,3.43
"chr14",45900000,106300000,-3.181,3.877
"chr14",45900000,106400000,-3.176,4.115
"chr14",45900000,106500000,-3.17,4.163
"chr14",45900000,106600000,-3.176,4.25
"chr14",45900000,106700000,-3.156,4.52
"chr14",45900000,106800000,-3.134,4.874
"chr14",45900000,106900000,-3.14,5.108
"chr14",4.6e+07,81600000,-3.225,2.085
"chr14",4.6e+07,81700000,-3.205,2.2
"chr14",4.6e+07,81800000,-3.133,2.525
"chr14",4.6e+07,81900000,-3.062,2.847
"chr14",4.6e+07,8.2e+07,-3.058,2.84
"chr14",4.6e+07,82100000,-3.055,2.835
"chr14",4.6e+07,82200000,-3.084,2.666
"chr14",4.6e+07,82300000,-3.089,2.617
"chr14",4.6e+07,82400000,-3.112,2.464
"chr14",4.6e+07,82500000,-3.159,2.193
"chr14",4.6e+07,97300000,-3.369,2.049
"chr14",4.6e+07,97400000,-3.368,2.051
"chr14",4.6e+07,97500000,-3.354,2.131
"chr14",4.6e+07,97600000,-3.326,2.346
"chr14",4.6e+07,97700000,-3.33,2.258
"chr14",4.6e+07,97800000,-3.332,2.251
"chr14",4.6e+07,97900000,-3.327,2.285
"chr14",4.6e+07,9.8e+07,-3.345,2.31
"chr14",4.6e+07,98100000,-3.337,2.397
"chr14",4.6e+07,98200000,-3.336,2.387
"chr14",4.6e+07,98300000,-3.359,2.094
"chr14",4.6e+07,98400000,-3.356,2.092
"chr14",4.6e+07,98500000,-3.36,2.008
"chr14",4.6e+07,105800000,-3.4,2.087
"chr14",4.6e+07,105900000,-3.313,2.835
"chr14",4.6e+07,1.06e+08,-3.3,2.901
"chr14",4.6e+07,106100000,-3.283,2.949
"chr14",4.6e+07,106200000,-3.219,3.383
"chr14",4.6e+07,106300000,-3.161,3.948
"chr14",4.6e+07,106400000,-3.142,4.184
"chr14",4.6e+07,106500000,-3.14,4.419
"chr14",4.6e+07,106600000,-3.141,4.402
"chr14",4.6e+07,106700000,-3.126,4.672
"chr14",4.6e+07,106800000,-3.099,5.019
"chr14",4.6e+07,106900000,-3.106,5.131
"chr14",46100000,81600000,-3.23,2.068
"chr14",46100000,81700000,-3.223,2.097
"chr14",46100000,81800000,-3.148,2.56
"chr14",46100000,81900000,-3.071,2.903
"chr14",46100000,8.2e+07,-3.055,2.888
"chr14",46100000,82100000,-3.052,2.873
"chr14",46100000,82200000,-3.083,2.676
"chr14",46100000,82300000,-3.092,2.622
"chr14",46100000,82400000,-3.087,2.63
"chr14",46100000,82500000,-3.146,2.276
"chr14",46100000,82600000,-3.18,2.073
"chr14",46100000,97500000,-3.365,2.072
"chr14",46100000,97600000,-3.349,2.165
"chr14",46100000,97700000,-3.346,2.186
"chr14",46100000,97800000,-3.349,2.114
"chr14",46100000,97900000,-3.346,2.148
"chr14",46100000,9.8e+07,-3.341,2.181
"chr14",46100000,98100000,-3.329,2.438
"chr14",46100000,98200000,-3.344,2.337
"chr14",46100000,98300000,-3.366,2.147
"chr14",46100000,105800000,-3.396,2.19
"chr14",46100000,105900000,-3.327,2.654
"chr14",46100000,1.06e+08,-3.302,2.922
"chr14",46100000,106100000,-3.285,3.018
"chr14",46100000,106200000,-3.222,3.421
"chr14",46100000,106300000,-3.169,3.761
"chr14",46100000,106400000,-3.144,4.081
"chr14",46100000,106500000,-3.15,4.126
"chr14",46100000,106600000,-3.147,4.358
"chr14",46100000,106700000,-3.148,4.348
"chr14",46100000,106800000,-3.129,4.651
"chr14",46100000,106900000,-3.162,4.472
"chr14",46200000,81600000,-3.225,2.023
"chr14",46200000,81700000,-3.225,2.102
"chr14",46200000,81800000,-3.162,2.485
"chr14",46200000,81900000,-3.083,2.967
"chr14",46200000,8.2e+07,-3.068,2.923
"chr14",46200000,82100000,-3.064,2.837
"chr14",46200000,82200000,-3.088,2.668
"chr14",46200000,82300000,-3.109,2.531
"chr14",46200000,82400000,-3.098,2.584
"chr14",46200000,82500000,-3.156,2.239
"chr14",46200000,97700000,-3.359,2.092
"chr14",46200000,97800000,-3.367,2.028
"chr14",46200000,97900000,-3.357,2.053
"chr14",46200000,9.8e+07,-3.345,2.155
"chr14",46200000,98100000,-3.347,2.136
"chr14",46200000,98200000,-3.354,2.239
"chr14",46200000,98300000,-3.37,2.129
"chr14",46200000,105800000,-3.385,2.383
"chr14",46200000,105900000,-3.331,2.717
"chr14",46200000,1.06e+08,-3.308,2.806
"chr14",46200000,106100000,-3.3,2.936
"chr14",46200000,106200000,-3.243,3.343
"chr14",46200000,106300000,-3.203,3.567
"chr14",46200000,106400000,-3.161,3.818
"chr14",46200000,106500000,-3.174,3.842
"chr14",46200000,106600000,-3.164,4.011
"chr14",46200000,106700000,-3.166,4.203
"chr14",46200000,106800000,-3.149,4.335
"chr14",46200000,106900000,-3.187,4.155
"chr14",46300000,81800000,-3.156,2.545
"chr14",46300000,81900000,-3.083,2.982
"chr14",46300000,8.2e+07,-3.069,3.057
"chr14",46300000,82100000,-3.07,2.911
"chr14",46300000,82200000,-3.075,2.776
"chr14",46300000,82300000,-3.096,2.623
"chr14",46300000,82400000,-3.094,2.613
"chr14",46300000,82500000,-3.143,2.331
"chr14",46300000,82600000,-3.178,2.113
"chr14",46300000,97600000,-3.375,2.004
"chr14",46300000,97700000,-3.372,2.017
"chr14",46300000,9.8e+07,-3.35,2.109
"chr14",46300000,98100000,-3.355,2.078
"chr14",46300000,98200000,-3.364,2.002
"chr14",46300000,98300000,-3.379,2.037
"chr14",46300000,105700000,-3.412,2.255
"chr14",46300000,105800000,-3.35,2.756
"chr14",46300000,105900000,-3.322,2.921
"chr14",46300000,1.06e+08,-3.319,2.814
"chr14",46300000,106100000,-3.323,2.685
"chr14",46300000,106200000,-3.276,3.125
"chr14",46300000,106300000,-3.245,3.33
"chr14",46300000,106400000,-3.215,3.472
"chr14",46300000,106500000,-3.251,3.141
"chr14",46300000,106600000,-3.246,3.281
"chr14",46300000,106700000,-3.238,3.422
"chr14",46300000,106800000,-3.208,3.851
"chr14",46300000,106900000,-3.264,3.38
"chr14",46400000,81700000,-3.199,2.077
"chr14",46400000,81800000,-3.128,2.63
"chr14",46400000,81900000,-3.049,3.227
"chr14",46400000,8.2e+07,-3.038,3.272
"chr14",46400000,82100000,-3.046,3.202
"chr14",46400000,82200000,-3.043,3.073
"chr14",46400000,82300000,-3.065,2.831
"chr14",46400000,82400000,-3.073,2.756
"chr14",46400000,82500000,-3.129,2.411
"chr14",46400000,82600000,-3.172,2.165
"chr14",46400000,97500000,-3.377,2.041
"chr14",46400000,97600000,-3.361,2.112
"chr14",46400000,97700000,-3.372,2.027
"chr14",46400000,97800000,-3.372,2.014
"chr14",46400000,9.8e+07,-3.35,2.16
"chr14",46400000,105500000,-3.429,2.393
"chr14",46400000,105600000,-3.408,2.579
"chr14",46400000,105700000,-3.357,2.899
"chr14",46400000,105800000,-3.309,3.179
"chr14",46400000,105900000,-3.294,3.251
"chr14",46400000,1.06e+08,-3.295,3.151
"chr14",46400000,106100000,-3.309,2.895
"chr14",46400000,106200000,-3.275,3.063
"chr14",46400000,106300000,-3.257,3.276
"chr14",46400000,106400000,-3.245,3.327
"chr14",46400000,106500000,-3.285,2.94
"chr14",46400000,106600000,-3.278,2.938
"chr14",46400000,106700000,-3.274,3.062
"chr14",46400000,106800000,-3.253,3.301
"chr14",46400000,106900000,-3.313,2.981
"chr14",46500000,81800000,-3.137,2.449
"chr14",46500000,81900000,-3.062,3.041
"chr14",46500000,8.2e+07,-3.039,3.293
